S.no,Date & Time,Machine Name,Operator No,Operator Name,Comp. Drawing No,Comp. Description,Comp. Serial No,Program No,Revision No,Actual Part Count,Run Time,Idle Time,Disconnect Time,Alarm Time,Component Status,Operation Sequence,Planned Touch Time,Start Time,End Time,Actual Run Time,Operation Status,Alarm,Message
31,05-07-2026 14:53:05,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,573,00:03:36,00:51:32,00:00:00,00:00:00,NEW,N1,180,05-07-2026 15:42:44,05-07-2026 15:46:05,89,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,05-07-2026 15:46:05,05-07-2026 15:47:02,57,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,05-07-2026 15:47:02,05-07-2026 15:48:12,70,Unknown,-,-
32,05-07-2026 15:48:12,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9,-,1,574,00:03:44,00:15:05,03:30:03,00:22:57,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,-,05-07-2026 15:51:25,05-07-2026 15:53:49,0,Unknown,-,-
,,,,,,,,,,,,,,,,N1,180,05-07-2026 15:53:49,05-07-2026 15:55:04,17,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,05-07-2026 15:55:04,05-07-2026 15:56:54,87,Rework-1,-,-
,,,,,,,,,,,,,,,,N4,-,05-07-2026 15:56:54,05-07-2026 15:57:50,56,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,05-07-2026 15:57:50,05-07-2026 15:59:07,64,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 15:59:07,05-07-2026 16:03:28,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 16:03:28,05-07-2026 16:05:43,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 16:05:43,05-07-2026 16:07:54,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 16:07:54,05-07-2026 16:11:15,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 16:11:15,05-07-2026 16:30:31,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 16:30:31,05-07-2026 16:31:20,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N5,-,05-07-2026 16:31:20,05-07-2026 20:00:00,0,Incomplete,UNKNOWN,Network Off
33,05-07-2026 20:00:00,SURIN-BFW_XTRON_2,125,AKASH PATEL,4801,LIUGONG MOTOR BRACKET,50316207610,-,1,7,16:40:48,03:08:20,00:24:00,00:49:13,duplicate,N1,480,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,241,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,1200,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N101,-,06-07-2026 09:34:52,06-07-2026 12:09:50,4762,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 12:09:50,06-07-2026 12:47:25,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 12:47:25,06-07-2026 14:41:43,1469,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 14:41:43,06-07-2026 14:57:32,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 14:57:32,06-07-2026 17:02:20,4925,Unknown,UNKNOWN,-
34,05-07-2026 20:00:00,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9,-,1,517,00:03:50,13:24:31,02:08:16,00:10:17,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,-,06-07-2026 09:09:31,06-07-2026 11:27:27,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N5,-,06-07-2026 11:27:27,06-07-2026 11:39:19,0,Unknown,UNKNOWN,-
,,,,,,,,,,,,,,,,N2,240,06-07-2026 11:39:19,06-07-2026 11:46:53,230,Completed,-,-
35,06-07-2026 10:16:58,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990,JLG 450 CHASSIS BEARING,50,-,0,1,00:56:14,01:47:17,00:05:20,00:09:57,duplicate,N10,40,-,-,0,Skipped,-,-
36,06-07-2026 11:46:53,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9,-,1,575,00:33:12,00:04:30,00:12:36,00:04:38,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,06-07-2026 12:17:14,06-07-2026 12:20:02,0,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N2,240,06-07-2026 12:20:02,06-07-2026 12:30:24,462,Incomplete,UNKNOWN,Network Off
,,,,,,,,,,,,,,,,N2,240,06-07-2026 12:30:24,06-07-2026 12:41:47,684,Rework-2,-,-
37,06-07-2026 12:41:47,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9||302890001,-,1,576,00:58:00,01:14:53,00:34:24,00:01:43,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,06-07-2026 12:49:10,06-07-2026 14:00:44,331,Completed,-,-
,,,,,,,,,,,,,,,,N1,180,06-07-2026 14:00:44,06-07-2026 14:00:53,6,Completed,-,-
38,06-07-2026 13:15:45,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990,JLG 450 CHASSIS BEARING,50,-,0,2,01:27:21,01:27:33,00:19:29,00:03:07,duplicate,N10,40,-,-,0,Skipped,-,-
39,06-07-2026 15:30:47,SURIN-BFW_XTRON_3,119,SANDEEP,-,No component,-,-,-,577,00:18:04,00:19:33,00:00:00,00:00:09,NEW,,,,,,,,
40,06-07-2026 16:08:31,SURIN-BFW_XTRON_3,119,SANDEEP,-,No component,-,-,-,578,00:03:28,00:01:19,00:00:00,00:00:00,NEW,,,,,,,,
41,06-07-2026 16:13:18,SURIN-BFW_XTRON_3,119,SANDEEP,-,No component,-,-,-,579,00:04:48,00:50:43,00:00:00,00:00:00,NEW,,,,,,,,
42,06-07-2026 16:33:15,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990,JLG 450 CHASSIS BEARING,-,-,-,3,00:10:08,00:40:25,00:00:00,00:00:00,NEW,N10,40,-,-,0,Skipped,-,-
43,06-07-2026 17:02:20,SURIN-BFW_XTRON_2,125,AKASH PATEL,4801,LIUGONG MOTOR BRACKET,50316207610,-,1,10,06:06:20,03:56:10,00:18:08,00:23:55,duplicate,N1,480,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,241,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,1200,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N101,-,06-07-2026 19:11:28,06-07-2026 20:07:10,2356,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 20:07:10,06-07-2026 21:24:09,1417,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 21:24:09,06-07-2026 23:54:56,4693,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,06-07-2026 23:54:56,07-07-2026 00:10:12,643,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 00:10:12,07-07-2026 00:14:57,195,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 00:14:57,07-07-2026 01:46:33,4733,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 01:46:33,07-07-2026 01:58:31,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 01:58:31,07-07-2026 02:02:25,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 02:02:25,07-07-2026 02:04:40,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 02:04:40,07-07-2026 02:06:46,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 02:06:46,07-07-2026 02:16:08,17,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 02:16:08,07-07-2026 02:17:21,69,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 02:17:21,07-07-2026 03:07:31,2887,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 03:07:31,07-07-2026 03:46:52,2361,Unknown,-,-
44,06-07-2026 17:08:49,SURIN-BFW_XTRON_3,119,SANDEEP,-,No component,-,-,-,580,00:48:13,00:05:14,00:00:00,00:00:00,NEW,,,,,,,,
45,06-07-2026 17:23:47,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990,JLG 450 CHASSIS BEARING,-,-,-,4,00:11:02,00:14:18,00:00:00,00:08:31,NEW,N10,40,-,-,0,Skipped,-,-
46,06-07-2026 17:57:37,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990,JLG 450 CHASSIS BEARING,-,-,-,5,00:16:27,00:31:17,00:00:00,00:00:00,NEW,N10,40,-,-,0,Skipped,-,-
47,06-07-2026 18:02:15,SURIN-BFW_XTRON_3,119,SANDEEP,-,No component,302890001,-,1,581,00:46:13,00:47:39,00:00:46,00:00:00,NEW,,,,,,,,
48,06-07-2026 18:45:21,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990,JLG 450 CHASSIS BEARING,50,-,0,7,00:06:31,00:03:12,00:00:03,00:12:46,duplicate,N10,40,-,-,0,Skipped,-,-
49,06-07-2026 19:07:52,SURIN-BFW_XTRON_1,125,AKASH PATEL,1001162990||60497,JLG 450 CHASSIS BEARING||UNIMACTS-S125 - COUNTER WEIGHT SUPPORT,50||40280008003,-,0,8,00:26:24,03:21:41,00:00:20,00:01:54,NEW,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,06-07-2026 22:34:09,06-07-2026 22:34:14,5,Unknown,PRESS FEED ON PB.,-
,,,,,,,,,,,,,,,,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,-,06-07-2026 22:37:52,06-07-2026 22:38:47,36,Unknown,-,-
,,,,,,,,,,,,,,,,N1,-,06-07-2026 22:38:47,06-07-2026 22:49:08,546,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N2,-,06-07-2026 22:49:08,06-07-2026 22:58:10,543,Unknown,-,-
50,06-07-2026 19:36:53,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,302890001||1||9,-,1,583,00:20:05,03:16:21,00:00:27,00:00:00,NEW,N1,180,06-07-2026 23:10:24,06-07-2026 23:11:46,82,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,06-07-2026 23:11:46,06-07-2026 23:13:00,75,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,06-07-2026 23:13:00,06-07-2026 23:13:44,44,Unknown,-,-
51,06-07-2026 22:58:10,SURIN-BFW_XTRON_1,125,AKASH PATEL,60497,UNIMACTS-S125 - COUNTER WEIGHT SUPPORT,40280008003,-,0,9,00:19:18,00:37:28,00:09:42,00:02:09,NEW,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,06-07-2026 23:32:18,06-07-2026 23:34:45,53,Unknown,-,-
,,,,,,,,,,,,,,,,N2,-,06-07-2026 23:34:45,06-07-2026 23:35:59,47,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N1,-,06-07-2026 23:35:59,06-07-2026 23:45:04,545,Unknown,-,-
,,,,,,,,,,,,,,,,N2,-,06-07-2026 23:45:04,06-07-2026 23:55:08,22,Incomplete,EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N2,-,06-07-2026 23:55:08,07-07-2026 00:06:46,485,Unknown,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,-
52,06-07-2026 23:13:44,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,584,00:03:35,00:07:10,00:00:00,00:00:00,NEW,N1,180,06-07-2026 23:19:35,06-07-2026 23:22:33,100,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,06-07-2026 23:22:33,06-07-2026 23:23:20,47,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,06-07-2026 23:23:20,06-07-2026 23:24:29,69,Unknown,-,-
53,06-07-2026 23:24:29,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,585,00:03:10,00:06:53,00:00:00,00:00:00,NEW,N1,180,06-07-2026 23:29:54,06-07-2026 23:33:00,99,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,06-07-2026 23:33:00,06-07-2026 23:33:47,47,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,06-07-2026 23:33:47,06-07-2026 23:34:31,44,Unknown,-,-
54,06-07-2026 23:34:31,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,586,00:03:16,00:05:33,00:00:00,00:00:00,NEW,N1,180,06-07-2026 23:39:02,06-07-2026 23:41:49,105,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,06-07-2026 23:41:49,06-07-2026 23:42:36,48,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,06-07-2026 23:42:36,06-07-2026 23:43:20,44,Unknown,-,-
55,06-07-2026 23:43:20,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9,-,1,587,00:03:11,00:10:59,00:08:44,00:00:42,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,-,06-07-2026 23:54:21,07-07-2026 00:02:16,0,Unknown,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 00:02:16,07-07-2026 00:05:23,100,Completed,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 00:05:23,07-07-2026 00:06:12,49,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 00:06:12,07-07-2026 00:06:55,43,Unknown,-,-
56,07-07-2026 00:06:46,SURIN-BFW_XTRON_1,125,AKASH PATEL,60497,UNIMACTS-S125 - COUNTER WEIGHT SUPPORT,40280008003,-,0,10,00:19:19,00:20:58,00:01:34,00:00:35,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 00:15:20,07-07-2026 00:27:56,0,Unknown,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.||SP.TOOL#12                     CH.TOOL#0                     CH.POT#0                      B-POSITION#0,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 00:27:56,07-07-2026 00:29:20,29,Unknown,-,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 00:29:20,07-07-2026 00:30:57,36,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 00:30:57,07-07-2026 00:40:01,544,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 00:40:01,07-07-2026 00:49:11,550,Unknown,-,-
57,07-07-2026 00:06:55,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9,-,1,588,00:03:12,00:07:56,00:02:45,00:00:48,duplicate,N1,180,07-07-2026 00:11:24,07-07-2026 00:13:01,8,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 00:13:01,07-07-2026 00:15:31,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 00:15:31,07-07-2026 00:20:04,93,Rework-2,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 00:20:04,07-07-2026 00:20:52,49,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 00:20:52,07-07-2026 00:21:36,44,Unknown,-,-
58,07-07-2026 00:21:36,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,589,00:03:12,00:05:03,00:00:00,00:00:00,NEW,N1,180,07-07-2026 00:24:55,07-07-2026 00:28:19,100,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 00:28:19,07-07-2026 00:29:06,47,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 00:29:06,07-07-2026 00:29:50,45,Unknown,-,-
59,07-07-2026 00:29:50,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,590,00:02:58,00:05:49,00:00:00,00:00:00,NEW,N1,180,07-07-2026 00:33:56,07-07-2026 00:37:06,87,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 00:37:06,07-07-2026 00:37:54,48,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 00:37:54,07-07-2026 00:38:37,43,Unknown,-,-
60,07-07-2026 00:38:37,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,591,00:03:10,00:07:43,00:00:00,00:00:00,NEW,N1,180,07-07-2026 00:44:36,07-07-2026 00:47:58,99,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 00:47:58,07-07-2026 00:48:45,47,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 00:48:45,07-07-2026 00:49:29,44,Unknown,-,-
61,07-07-2026 00:49:11,SURIN-BFW_XTRON_1,125||108,AKASH PATEL||RAJENDRA SANGLE,60497,UNIMACTS-S125 - COUNTER WEIGHT SUPPORT,40280008003,-,0,11,00:53:44,00:56:40,00:07:44,00:23:18,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 01:13:58,07-07-2026 01:14:55,40,Unknown,-,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 01:14:55,07-07-2026 01:16:44,41,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 01:16:44,07-07-2026 01:27:24,641,Unknown,-,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 01:27:24,07-07-2026 01:46:40,641,Incomplete,EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 01:46:40,07-07-2026 01:55:53,0,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 01:55:53,07-07-2026 01:59:01,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 01:59:01,07-07-2026 02:00:59,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:00:59,07-07-2026 02:03:32,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.||EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:03:32,07-07-2026 02:12:42,0,Incomplete,EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:12:42,07-07-2026 02:15:48,0,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:15:48,07-07-2026 02:18:25,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:18:25,07-07-2026 02:26:01,0,Unknown,2130 PRODUCTION PART COUNT REACHED.,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 02:26:01,07-07-2026 02:27:00,44,Unknown,-,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:27:00,07-07-2026 02:31:21,42,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 02:31:21,07-07-2026 02:39:25,199,Incomplete,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.||POWER DETECTION FAILURE PRESS FEED OFF PB TO ALM RESET,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 02:39:25,07-07-2026 02:57:14,792,Unknown,"POWER DETECTION FAILURE PRESS FEED OFF PB TO ALM RESET||FEED HOLD.                              REMEDY:-RELEASE FEED OVERRIDE SWITCH TO ABOVE 0%,SWITCH OFF THE FEED HOLD TOGGLESWITCH.",-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 02:57:14,07-07-2026 03:07:05,577,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 03:07:05,07-07-2026 03:10:36,210,Unknown,2130 PRODUCTION PART COUNT REACHED.,-
62,07-07-2026 00:49:29,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,592,00:03:18,00:12:23,00:00:00,00:00:00,NEW,N1,180,07-07-2026 01:00:35,07-07-2026 01:03:33,106,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 01:03:33,07-07-2026 01:04:21,48,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 01:04:21,07-07-2026 01:05:09,44,Unknown,-,-
63,07-07-2026 01:05:09,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,593,00:03:13,00:05:25,00:00:00,00:00:00,NEW,N1,180,07-07-2026 01:09:09,07-07-2026 01:12:16,102,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 01:12:16,07-07-2026 01:13:03,47,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 01:13:03,07-07-2026 01:13:47,44,Unknown,-,-
64,07-07-2026 01:13:47,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,9,-,1,594,00:13:38,01:01:13,00:11:12,00:05:11,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 01:40:28,07-07-2026 01:49:39,3,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,07-07-2026 01:49:39,07-07-2026 01:58:30,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,07-07-2026 01:58:30,07-07-2026 02:02:05,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,07-07-2026 02:02:05,07-07-2026 02:14:01,266,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N5,-,07-07-2026 02:14:01,07-07-2026 02:31:18,108,Unknown,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 02:31:18,07-07-2026 02:36:05,20,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 02:36:05,07-07-2026 02:40:57,12,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 02:40:57,07-07-2026 02:45:00,92,Rework-2,-,-
65,07-07-2026 02:45:00,SURIN-BFW_XTRON_3,119,SANDEEP,5101,JCB PIVOT OUTER,-,-,-,595,00:06:17,00:04:51,00:00:00,00:00:06,NEW,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
66,07-07-2026 02:56:14,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,9||302890001,-,1,596,00:50:34,00:13:06,00:00:06,00:00:14,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 02:58:08,07-07-2026 03:05:34,321,Completed,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 03:05:34,07-07-2026 04:00:12,2653,Completed,-,-
67,07-07-2026 03:10:36,SURIN-BFW_XTRON_1,125,AKASH PATEL,60497,UNIMACTS-S125 - COUNTER WEIGHT SUPPORT,-,-,-,13,00:36:58,00:31:44,00:00:00,00:00:00,NEW,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 03:40:16,07-07-2026 03:42:33,62,Unknown,WRONG OPERATING MODE.                   REMEDY:-OPERATE AT PROPER MODE.,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 03:42:33,07-07-2026 03:44:05,49,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.||WRONG OPERATING MODE.                   REMEDY:-OPERATE AT PROPER MODE.,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 03:44:05,07-07-2026 04:01:37,1052,Unknown,AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 04:01:37,07-07-2026 04:19:18,1056,Unknown,-,-
68,07-07-2026 03:46:52,SURIN-BFW_XTRON_2,125||121,AKASH PATEL||OMKAR,4801||1001162077,LIUGONG MOTOR BRACKET||JLG 450 CHASSIS,50316207610||502066002,-,1,12,06:26:37,06:38:54,00:34:49,00:33:16,NEW,N1,480,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,241,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,1200,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N101,-,07-07-2026 06:53:18,07-07-2026 09:19:55,942,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 09:19:55,07-07-2026 09:49:35,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 09:49:35,07-07-2026 10:18:44,11,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 10:18:44,07-07-2026 10:59:06,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N101,-,07-07-2026 10:59:06,07-07-2026 11:37:39,38,Unknown,-,-
