S.no,Date & Time,Machine Name,Operator No,Operator Name,Comp. Drawing No,Comp. Description,Comp. Serial No,Program No,Revision No,Actual Part Count,Run Time,Idle Time,Disconnect Time,Alarm Time,Component Status,Operation Sequence,Planned Touch Time,Start Time,End Time,Actual Run Time,Operation Status,Alarm,Message
,,,,,,,,,,,,,,,,N102,-,07-07-2026 11:37:39,07-07-2026 11:48:28,579,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 11:48:28,07-07-2026 11:54:58,368,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 11:54:58,07-07-2026 12:10:13,435,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 12:10:13,07-07-2026 12:47:54,1481,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 12:47:54,07-07-2026 13:48:59,1818,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 13:48:59,07-07-2026 13:55:30,336,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 13:55:30,07-07-2026 14:01:52,355,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:01:52,07-07-2026 14:13:07,527,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:13:07,07-07-2026 14:42:14,1425,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:42:14,07-07-2026 14:45:35,0,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 14:45:35,07-07-2026 14:46:27,15,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:46:27,07-07-2026 15:25:40,1671,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 15:25:40,07-07-2026 15:29:20,0,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 15:29:20,07-07-2026 15:34:35,312,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 15:34:35,07-07-2026 15:40:11,310,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 15:40:11,07-07-2026 16:03:03,1024,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 16:03:03,07-07-2026 16:16:27,606,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 16:16:27,07-07-2026 16:36:10,1180,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 16:36:10,07-07-2026 16:57:20,453,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 16:57:20,07-07-2026 17:02:33,309,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 17:02:33,07-07-2026 17:07:40,305,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 17:07:40,07-07-2026 18:00:27,3163,Unknown,-,-
,,,,,,,,,,,,,,,,N1,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,720,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N6,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N7,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N8,360,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N9,360,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N10,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N11,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N12,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N13,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N14,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N15,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N16,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N17,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N18,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N19,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N20,960,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N21,960,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N22,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N23,720,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N24,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N25,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N26,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N27,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N28,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 11:48:28,07-07-2026 11:54:58,368,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 11:54:58,07-07-2026 12:10:13,435,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 12:10:13,07-07-2026 12:47:54,1481,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 12:47:54,07-07-2026 13:48:59,1818,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 13:48:59,07-07-2026 13:55:30,336,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 13:55:30,07-07-2026 14:01:52,355,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:01:52,07-07-2026 14:13:07,527,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:13:07,07-07-2026 14:42:14,1425,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:42:14,07-07-2026 14:45:35,0,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 14:45:35,07-07-2026 14:46:27,15,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 14:46:27,07-07-2026 15:25:40,1671,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 15:25:40,07-07-2026 15:29:20,0,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 15:29:20,07-07-2026 15:34:35,312,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 15:34:35,07-07-2026 15:40:11,310,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 15:40:11,07-07-2026 16:03:03,1024,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 16:03:03,07-07-2026 16:16:27,606,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 16:16:27,07-07-2026 16:36:10,1180,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 16:36:10,07-07-2026 16:57:20,453,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 16:57:20,07-07-2026 17:02:33,309,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 17:02:33,07-07-2026 17:07:40,305,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 17:07:40,07-07-2026 18:00:27,3163,Unknown,-,-
69,07-07-2026 04:00:12,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,302890001,-,1,597,00:44:13,05:07:08,00:04:59,00:06:52,NEW,N1,180,07-07-2026 06:08:38,07-07-2026 06:53:46,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 06:53:46,07-07-2026 06:56:09,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 06:56:09,07-07-2026 06:57:22,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 06:57:22,07-07-2026 07:47:21,0,Rework-3,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 07:47:21,07-07-2026 08:28:45,1806,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 08:28:45,07-07-2026 09:19:44,332,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 09:19:44,07-07-2026 10:03:23,515,Rework-2,-,-
70,07-07-2026 04:19:18,SURIN-BFW_XTRON_1,125||119,AKASH PATEL||SANDEEP,60497||1001162990,UNIMACTS-S125 - COUNTER WEIGHT SUPPORT||JLG 450 CHASSIS BEARING,40280008003||3,-,0,14,00:32:15,05:19:50,00:05:15,00:34:35,NEW,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,-,07-07-2026 04:59:16,07-07-2026 06:49:05,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 06:49:05,07-07-2026 09:20:11,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.||UNKNOWN||SP.TOOL#12                     CH.TOOL#0                     CH.POT#0                      B-POSITION#0||EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 09:20:11,07-07-2026 09:45:18,0,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N2,-,07-07-2026 09:45:18,07-07-2026 10:17:48,14,Unknown,EMERGENCY PUSH BUTTON PRESSED||COLLET NOT CLOSED.                      REMEDY:-FOR MORE DETAIL REFER OPERATION & MAINTENENCE MANUAL PAGE 21-9.|| TOOL MAGAZINE NOT REFERENCED||SP.TOOL#10                     CH.TOOL#0                     CH.POT#11                      B-POSITION#0||ATC NOT IN HOME POSITION.               REMEDY:-FOR MORE DETAIL REFER OPERATION & MAINTENENCE MANUAL PAGE 21-11.||REFERENCE Z-AXIS & THEN PROC.,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 10:17:48,07-07-2026 10:17:48,0,Unknown,-,-
,,,,,,,,,,,,,,,,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 10:17:48,07-07-2026 10:51:12,1922,Unknown,WRONG OPERATING MODE.                   REMEDY:-OPERATE AT PROPER MODE.||REFERENCE Z-AXIS & THEN PROC.||PRESS FEED ON PB.,-
71,07-07-2026 10:03:23,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,302890001,-,1,598,02:34:22,00:58:23,00:48:10,00:33:53,duplicate,N1,180,07-07-2026 10:04:03,07-07-2026 10:47:55,2109,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 10:47:55,07-07-2026 10:59:19,370,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 10:59:19,07-07-2026 12:15:35,3431,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 12:15:35,07-07-2026 12:47:21,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 12:47:21,07-07-2026 14:08:51,1792,Rework-4,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 14:08:51,07-07-2026 14:12:02,33,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 14:12:02,07-07-2026 14:53:42,1261,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 14:53:42,07-07-2026 14:58:10,269,Rework-2,-,-
72,07-07-2026 10:51:12,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,15,00:31:00,00:13:45,00:01:07,00:02:27,NEW,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 10:59:09,07-07-2026 11:39:30,1860,Unknown,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,-
73,07-07-2026 11:39:30,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,16,00:32:16,00:25:39,00:17:27,00:13:43,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 12:10:28,07-07-2026 12:48:00,1562,Incomplete,UNKNOWN||2130 PRODUCTION PART COUNT REACHED.||PRESS FEED ON PB.||EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 12:48:00,07-07-2026 13:08:34,350,Unknown,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.||WRONG OPERATING MODE.                   REMEDY:-OPERATE AT PROPER MODE.,-
74,07-07-2026 13:08:34,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,17,02:06:16,01:42:02,00:14:38,00:03:29,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 14:13:02,07-07-2026 14:42:18,1392,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.|| TOOL MAGAZINE NOT REFERENCED,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 14:42:18,07-07-2026 15:25:55,1169,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.||SP.TOOL#3                     CH.TOOL#0                     CH.POT#0                      B-POSITION#0||(Y)+ OVERTRAVEL ( SOFT 1 )||(Z)+ OVERTRAVEL ( SOFT 1 ),Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 15:25:55,07-07-2026 16:03:23,1771,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.||AUTO COOLANT NOT ON.                    REMEDY:-ACTUATE THE  COOLANT PUSH BUTTON.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 16:03:23,07-07-2026 16:24:42,701,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.||WRONG OPERATING MODE.                   REMEDY:-OPERATE AT PROPER MODE.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 16:24:42,07-07-2026 16:30:22,21,Incomplete,2130 PRODUCTION PART COUNT REACHED.||PRESS FEED ON PB.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 16:30:22,07-07-2026 16:31:50,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 16:31:50,07-07-2026 17:14:58,2252,Unknown,2130 PRODUCTION PART COUNT REACHED.||PRESS FEED ON PB.,-
75,07-07-2026 14:58:10,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,302890001,-,1,601,00:14:14,00:49:31,00:23:10,00:02:09,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 15:15:03,07-07-2026 15:25:15,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 15:25:15,07-07-2026 16:19:13,24,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 16:19:13,07-07-2026 16:27:13,265,Rework-2,-,-
76,07-07-2026 16:27:13,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,302890001,-,1,602,00:47:32,00:06:10,00:00:17,00:00:00,duplicate,N1,180,07-07-2026 16:27:42,07-07-2026 16:30:18,18,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 16:30:18,07-07-2026 16:31:40,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 16:31:40,07-07-2026 17:15:04,2534,Rework-2,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 17:15:04,07-07-2026 17:21:11,301,Completed,-,-
77,07-07-2026 17:14:58,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,18,00:41:04,00:24:26,00:01:04,00:00:27,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 18:03:50,07-07-2026 18:21:59,1008,Unknown,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.||UNKNOWN,-
78,07-07-2026 17:21:11,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,302890001,-,1,603,01:07:41,00:22:36,00:01:27,00:00:19,duplicate,N1,180,07-07-2026 17:22:00,07-07-2026 18:01:12,2271,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 18:01:12,07-07-2026 18:03:12,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N1,180,07-07-2026 18:03:12,07-07-2026 18:26:32,436,Rework-2,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 18:26:32,07-07-2026 18:53:13,1355,Completed,-,-
79,07-07-2026 18:00:27,SURIN-BFW_XTRON_2,125||121,AKASH PATEL||OMKAR,4801||1001162077,LIUGONG MOTOR BRACKET||JLG 450 CHASSIS,502066002,-,1,13,02:32:16,01:17:13,00:09:20,00:29:17,NEW,N1,480,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,241,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,1200,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 18:09:11,07-07-2026 18:35:39,632,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 18:35:39,07-07-2026 18:40:51,311,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 18:40:51,07-07-2026 19:52:27,3353,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 19:52:27,07-07-2026 20:00:00,0,Unknown,-,-
,,,,,,,,,,,,,,,,N1,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,720,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N6,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N7,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N8,360,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N9,360,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N10,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N11,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N12,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N13,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N14,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N15,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N16,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N17,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N18,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N19,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N20,960,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N21,960,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N22,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N23,720,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N24,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N25,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N26,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N27,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N28,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 18:09:11,07-07-2026 18:35:39,632,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 18:35:39,07-07-2026 18:40:51,311,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 18:40:51,07-07-2026 19:52:27,3353,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 19:52:27,07-07-2026 20:27:20,0,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 20:27:20,07-07-2026 20:33:59,378,Unknown,-,-
,,,,,,,,,,,,,,,,N103,-,07-07-2026 20:33:59,07-07-2026 20:37:37,206,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 20:37:37,07-07-2026 21:00:06,1042,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 21:00:06,07-07-2026 21:27:42,0,Unknown,-,-
,,,,,,,,,,,,,,,,N102,-,07-07-2026 21:27:42,07-07-2026 21:27:49,0,Unknown,-,-
,,,,,,,,,,,,,,,,N104,-,07-07-2026 21:27:49,07-07-2026 21:35:35,292,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 21:35:35,07-07-2026 21:36:28,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 21:36:28,07-07-2026 21:41:12,85,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 21:41:12,07-07-2026 21:44:04,168,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N104,-,07-07-2026 21:44:04,07-07-2026 22:28:33,2669,Unknown,-,-
80,07-07-2026 18:21:59,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,19,00:37:50,00:27:18,00:00:03,00:00:30,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 18:40:01,07-07-2026 19:27:38,2269,Unknown,2130 PRODUCTION PART COUNT REACHED.||ATC NOT IN HOME POSITION.               REMEDY:-FOR MORE DETAIL REFER OPERATION & MAINTENENCE MANUAL PAGE 21-11.,-
81,07-07-2026 18:53:13,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,-,-,-,604,00:21:55,00:05:42,00:00:00,00:00:00,NEW,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
82,07-07-2026 19:20:50,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,302890001||9,-,1,605,00:03:53,01:37:18,00:36:06,00:34:51,duplicate,N1,180,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,240,07-07-2026 21:27:33,07-07-2026 21:34:41,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 21:34:41,07-07-2026 21:36:01,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 21:36:01,07-07-2026 21:40:12,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 21:40:12,07-07-2026 21:44:30,0,Incomplete,-,Network Off
,,,,,,,,,,,,,,,,N2,240,07-07-2026 21:44:30,07-07-2026 22:06:31,0,Rework-4,-,-
,,,,,,,,,,,,,,,,N1,180,07-07-2026 22:06:31,07-07-2026 22:11:21,112,Completed,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 22:11:21,07-07-2026 22:12:13,52,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 22:12:13,07-07-2026 22:12:56,44,Unknown,-,-
83,07-07-2026 19:27:38,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,20,00:28:15,01:42:31,00:08:53,00:25:33,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 21:00:09,07-07-2026 21:31:43,0,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 21:31:43,07-07-2026 21:34:03,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.||EMERGENCY PUSH BUTTON PRESSED,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 21:34:03,07-07-2026 21:36:09,0,Incomplete,EMERGENCY PUSH BUTTON PRESSED||2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 21:36:09,07-07-2026 21:41:48,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 21:41:48,07-07-2026 21:44:34,0,Incomplete,2130 PRODUCTION PART COUNT REACHED.,Network Off
,,,,,,,,,,,,,,,,N1,-,07-07-2026 21:44:34,07-07-2026 22:12:49,1695,Unknown,2130 PRODUCTION PART COUNT REACHED.,-
84,07-07-2026 22:12:49,SURIN-BFW_XTRON_1,119,SANDEEP,1001162990,JLG 450 CHASSIS BEARING,3,-,0,21,00:33:07,00:13:39,00:01:02,00:00:00,duplicate,N10,40,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N1,-,07-07-2026 22:53:26,07-07-2026 23:00:37,431,Unknown,2130 PRODUCTION PART COUNT REACHED.,-
85,07-07-2026 22:12:56,SURIN-BFW_XTRON_3,119||124,SANDEEP||GULAB KUMAR,5101,JCB PIVOT OUTER,-,-,-,606,00:03:10,00:13:46,00:00:00,00:00:00,NEW,N1,180,07-07-2026 22:21:19,07-07-2026 22:28:20,98,Completed,-,-
,,,,,,,,,,,,,,,,N2,240,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,-,07-07-2026 22:28:20,07-07-2026 22:29:07,47,Unknown,-,-
,,,,,,,,,,,,,,,,N5,-,07-07-2026 22:29:07,07-07-2026 22:29:51,45,Unknown,-,-
86,07-07-2026 22:28:33,SURIN-BFW_XTRON_2,125||121||124,AKASH PATEL||OMKAR||GULAB KUMAR,1001162077||330,JLG 450 CHASSIS||HYUNDAI-R80 LOWER-DOZZER PLATE,502066002||301001001,-,1,14,00:25:28,04:32:38,00:00:05,00:01:40,NEW,N1,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N2,720,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N3,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N4,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N5,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N6,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N7,60,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N8,360,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N9,360,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N10,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N11,120,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N12,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N13,420,-,-,0,Skipped,-,-
,,,,,,,,,,,,,,,,N14,120,-,-,0,Skipped,-,-
